	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
540	Your camera is n't acting normally, you got warranty, let Canon deal with it.	acting	4	is	2.0	camera	1	{'Number': 'Sing', 'lemma': 'camera'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	1	[]	"{'sent_id': 'answers-20111108074455AAiMwmn_ans-0008', 'text': ""Your camera isn't acting normally, you got warranty, let Canon deal with it."", 'treebank': 'UD_English-EWT/en_ewt-ud-test.conllu'}"	'm	3 -> 1	Your camera	Your camera 'm n't acting normally, you got warranty, let Canon deal with it.	[]	[]	0	0	0	False	False	False	4.257518254739248e-07	SV-P	eng	3	1	SV	aux	+	[-6.355469703674316, -8.803213119506836, -1.5358390808105469, -10.56144905090332, -2.8911657333374023, -0.001125335693359375, -6.7087531089782715, -3.708253860473633, -1.781519889831543, -3.191843032836914, -6.330748558044434, -11.909515380859375, -2.072882652282715, -5.575857639312744, -4.181482315063477, -3.4516706466674805, -0.11417865753173828, -0.2398681640625, -0.7036762237548828]	[-6.355469703674316, -8.803213119506836, -9.348428726196289, -6.731935024261475, -10.9249849319458, -1.178091049194336, -0.09205245971679688, -7.588434219360352, -4.957557678222656, -2.146177291870117, -3.1771345138549805, -5.634119510650635, -12.279869079589844, -2.3798561096191406, -4.582469940185547, -4.098252296447754, -2.789605140686035, -0.10334014892578125, -0.19748878479003906, -0.7473535537719727]	80.11851501464844	94.11582946777344	13.997314453125
541	What, for instance, is 'appropriate after-sales service'?	service	9	is	5.0	What	0	{'PronType': 'Int', 'lemma': 'what'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	5	[]	"{'sent_id': 'en_lines-ud-test-doc5-4746', 'text': ""What, for instance, is 'appropriate after-sales service'?"", 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}"	'm	3 -> 1	What, for instance,	What, for instance, 'm 'appropriate after-sales service'?	[]	[]	0	0	0	False	False	False	5.686827954544568e-06	SV-P	eng	3	1	SV	aux	+	[-5.070568084716797, -6.782017707824707, -5.037872314453125, -1.8356542587280273, -0.02686786651611328, -1.4594459533691406, -7.130395889282227, -8.05881118774414, -10.625844955444336, -0.9359521865844727, -4.22885799407959, -0.5507450103759766, -0.5533533096313477]	[-5.070568084716797, -6.782017707824707, -5.037872314453125, -1.8356542587280273, -0.02686786651611328, -9.213848114013672, -5.859797477722168, -5.666978359222412, -11.232138633728027, -8.97235107421875, -3.750782012939453, -4.161706924438477, -0.6771354675292969, -1.7953863143920898]	52.29638671875	70.08309936523438	17.786712646484375
542	But its potential for sustained growth is faltering, owing to the imminent decline of its working-age population – projected to fall by 25% by 2050 – and rising competition from China and other emerging economies.	faltering	7	is	6.0	potential	2	{'Number': 'Sing', 'lemma': 'potential'}	NOUN	is	6	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	4	[]	{'sent_id': 'en_partut-ud-1325', 'text': 'But its potential for sustained growth is faltering, owing to the imminent decline of its working-age population – projected to fall by 25% by 2050 – and rising competition from China and other emerging economies.', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	'm	3 -> 1	But its potential for sustained growth	But its potential for sustained growth 'm faltering, owing to the imminent decline of its working-age population – projected to fall by 25% by 2050 – and rising competition from China and other emerging economies.	[]	[]	0	0	0	False	False	False	1.3269265227270655e-05	SV-P	eng	3	1	SV	aux	+	[-6.472894668579102, -6.608644485473633, -6.695811748504639, -2.5581541061401367, -7.993979454040527, -1.1456451416015625, -1.3865690231323242, -9.805828094482422, -0.018360137939453125, -1.6053352355957031, -5.871154308319092, -0.4437408447265625, -1.4255151748657227, -7.988847732543945, -5.568197250366211, -0.7599477767944336, -2.76544189453125, -7.8967766761779785, -1.0520401000976562, -0.07548904418945312, -0.114959716796875, -4.570130348205566, -6.257152080535889, -0.18060874938964844, -0.8817596435546875, -0.9703903198242188, -0.5889530181884766, -1.5634326934814453, -2.074512481689453, -0.8985214233398438, -1.107431411743164, -0.06191062927246094, -0.0003376007080078125, -0.0017242431640625, -1.2726364135742188, -0.047084808349609375, -0.9302473068237305, -0.36748409271240234, -3.6518049240112305, -4.360518455505371, -0.3544654846191406, -2.670121192932129, -0.9960289001464844, -2.165907859802246, -1.2239084243774414, -0.8400039672851562, -0.2609424591064453]	[-6.472894668579102, -6.608644485473633, -6.695811748504639, -2.5581541061401367, -7.993979454040527, -1.1456451416015625, -10.489519119262695, -7.561748027801514, -15.687877655029297, -1.3801240921020508, -2.809664726257324, -7.766073226928711, -0.2953624725341797, -1.258230209350586, -8.039953231811523, -5.565515518188477, -0.7833967208862305, -3.055056571960449, -7.687684535980225, -1.5050573348999023, -0.1910400390625, -0.12425518035888672, -6.167232513427734, -6.516032695770264, -0.2045440673828125, -0.9163074493408203, -0.9112834930419922, -0.6076173782348633, -1.5628166198730469, -2.0485029220581055, -1.022287368774414, -1.0909929275512695, -0.07360458374023438, -0.00061798095703125, -0.0019931793212890625, -1.3719749450683594, -0.055027008056640625, -0.9372711181640625, -0.40500926971435547, -3.607006072998047, -4.476456642150879, -0.36567115783691406, -2.655972480773926, -0.9735164642333984, -2.4470338821411133, -1.2916059494018555, -0.8618831634521484, -0.6154670715332031]	116.55134582519531	146.86341857910156	30.31207275390625
543	The good news is that Park's government is working to change this.	working	9	is	8.0	government	7	{'Number': 'Sing', 'lemma': 'government'}	NOUN	is	8	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	1	[]	"{'sent_id': 'en_partut-ud-1342', 'text': ""The good news is that Park's government is working to change this."", 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}"	'm	3 -> 1	The good news is that Park's government	The good news is that Park's government 'm working to change this.	[]	[]	0	0	0	False	False	False	2.128759127369624e-07	SV-P	eng	3	1	SV	aux	+	[-3.217217445373535, -6.772908687591553, -0.5351581573486328, -0.5079030990600586, -0.40044116973876953, -11.103707313537598, -5.080442428588867, -0.014515876770019531, -7.111281871795654, -1.272414207458496, -3.929924964904785, -1.2619962692260742, -4.1452226638793945, -1.7982959747314453, -1.0984697341918945]	[-3.217217445373535, -6.772908687591553, -0.5351581573486328, -0.5079030990600586, -0.40044116973876953, -11.103707313537598, -5.080442428588867, -0.014515876770019531, -7.111281871795654, -8.984158515930176, -6.385091304779053, -16.877330780029297, -2.2048797607421875, -3.966559410095215, -1.845393180847168, -2.2605409622192383]	48.24989700317383	77.26753234863281	29.017635345458984
544	what type of aircraft is used for the american flight leaving at 419 pm	used	5	is	4.0	type	1	{'Number': 'Sing', 'lemma': 'type'}	NOUN	is	4	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	3	[]	{'sent_id': '1208.train', 'text': 'what type of aircraft is used for the american flight leaving at 419 pm', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	what type of aircraft	what type of aircraft 'm used for the american flight leaving at 419 pm	[]	[]	0	0	0	False	False	False	2.2747311818178266e-07	SV-P	eng	3	1	SV	aux	+	[-8.705599784851074, -4.96677827835083, -0.04688262939453125, -8.723934173583984, -1.2744340896606445, -3.5426712036132812, -1.466231346130371, -2.3058176040649414, -6.4865007400512695, -5.4626922607421875, -10.718241691589355, -4.066422462463379, -0.6244277954101562, -2.7731094360351562, -4.793667316436768, -4.116576671600342, -1.935873031616211]	[-8.705599784851074, -4.96677827835083, -0.04688262939453125, -8.723934173583984, -11.305839538574219, -5.218390464782715, -8.402956008911133, -1.6263656616210938, -3.098203659057617, -7.83182954788208, -5.234864711761475, -9.988323211669922, -3.91586971282959, -0.5843257904052734, -2.8828134536743164, -5.033671855926514, -4.644726753234863, -1.7485971450805664]	72.00985717773438	93.95997619628906	21.950119018554688
545	Which wonderful contact of mine is thumbs upping all my best answers ^^?	upping	7	is	5.0	contact	2	{'Number': 'Sing', 'lemma': 'contact'}	NOUN	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	3	[]	{'newdoc id': 'answers-20111107173321AASNJjc_ans', 'sent_id': 'answers-20111107173321AASNJjc_ans-0001', 'newpar id': 'answers-20111107173321AASNJjc_ans-p0001', 'text': 'Which wonderful contact of mine is thumbs upping all my best answers ^^?', 'treebank': 'UD_English-EWT/en_ewt-ud-test.conllu'}	am	3 -> 1	Which wonderful contact of mine	Which wonderful contact of mine am thumbs upping all my best answers ^^?	[]	[]	0	0	0	False	False	False	3.184623654544957e-06	SV-P	eng	3	1	SV	aux	+	[-7.968905925750732, -11.40206527709961, -10.511637687683105, -4.2172160148620605, -5.55521297454834, -2.3888864517211914, -14.760334014892578, -6.724550247192383, -2.411625862121582, -4.691909313201904, -3.6276817321777344, -6.7067365646362305, -8.474721908569336, -9.9148530960083, -3.796031951904297]	[-7.968905925750732, -11.40206527709961, -10.511637687683105, -4.2172160148620605, -5.55521297454834, -6.593105792999268, -18.864521026611328, -6.059818267822266, -4.454035758972168, -5.2613606452941895, -4.872107982635498, -6.206697940826416, -8.783714294433594, -10.990141868591309, -2.854132652282715]	103.15237426757812	114.59468078613281	11.442306518554688
546	what kind of aircraft is used on a flight from cleveland to dallas	used	5	is	4.0	kind	1	{'Number': 'Sing', 'lemma': 'kind'}	NOUN	is	4	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	3	[]	{'sent_id': '1202.train', 'text': 'what kind of aircraft is used on a flight from cleveland to dallas', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	am	3 -> 1	what kind of aircraft	what kind of aircraft am used on a flight from cleveland to dallas	[]	[]	0	0	0	False	False	False	7.961559136362392e-07	SV-P	eng	3	1	SV	aux	+	[-8.705594062805176, -4.1063151359558105, -0.02040386199951172, -9.378807067871094, -1.3480987548828125, -3.526787757873535, -2.8570566177368164, -2.7192230224609375, -3.462100028991699, -2.9018211364746094, -7.583003044128418, -0.030475616455078125, -0.1758136749267578, -4.46346378326416, -0.09953880310058594]	[-8.705594062805176, -4.1063151359558105, -0.02040386199951172, -9.378807067871094, -6.63339900970459, -10.232036590576172, -3.870715618133545, -2.668339729309082, -3.811800003051758, -2.9394922256469727, -7.776761054992676, -0.07280158996582031, -0.2716197967529297, -4.474714279174805, -0.1973705291748047]	51.37850570678711	65.16017150878906	13.781665802001953
547	"Robb says it is ""like an experimental novel in which the female protagonist is always trying to pull in extraneous realities but which the hero is determined to keep on course, whatever tricks he has to use."	trying	16	is	14.0	protagonist	13	{'Number': 'Sing', 'lemma': 'protagonist'}	NOUN	is	14	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	1	[]	"{'sent_id': 'en_partut-ud-1707', 'text': 'Robb says it is ""like an experimental novel in which the female protagonist is always trying to pull in extraneous realities but which the hero is determined to keep on course, whatever tricks he has to use.', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}"	am	3 -> 1	"Robb says it is ""like an experimental novel in which the female protagonist"	"Robb says it is ""like an experimental novel in which the female protagonist am always trying to pull in extraneous realities but which the hero is determined to keep on course, whatever tricks he has to use."	[]	[]	0	0	0	False	False	False	4.257518254739248e-07	SV-P	eng	3	1	SV	aux	+	[-8.679276466369629, -4.0255279541015625, -5.4562177658081055, -3.62308406829834, -2.6114206314086914, -3.4999351501464844, -5.550429821014404, -3.9734573364257812, -8.103367805480957, -5.6647419929504395, -2.9748706817626953, -2.5493268966674805, -1.2896919250488281, -7.3751678466796875, -1.4145183563232422, -1.0228309631347656, -5.085474967956543, -4.192131042480469, -0.10991287231445312, -5.762812614440918, -4.474184036254883, -9.262933731079102, -7.176631927490234, -6.4591779708862305, -5.495489120483398, -4.221436500549316, -6.323238372802734, -1.7707710266113281, -5.084901809692383, -0.22861671447753906, -2.4667482376098633, -4.094588279724121, -6.155590057373047, -2.961817741394043, -5.5124053955078125, -7.678321838378906, -1.2137880325317383, -1.4315252304077148, -1.503922462463379, -1.6210060119628906, -2.8437938690185547]	[-8.679276466369629, -4.0255279541015625, -5.4562177658081055, -3.62308406829834, -2.6114206314086914, -3.4999351501464844, -5.550429821014404, -3.9734573364257812, -8.103367805480957, -5.6647419929504395, -2.9748706817626953, -2.5493268966674805, -1.2896919250488281, -7.3751678466796875, -1.4145183563232422, -10.009538650512695, -10.977867126464844, -3.932903289794922, -0.08732795715332031, -5.864742279052734, -4.116106033325195, -10.11042594909668, -6.7609477043151855, -6.288333892822266, -4.804359436035156, -3.7449159622192383, -6.307950019836426, -1.6880502700805664, -5.344099998474121, -0.24658966064453125, -2.4702110290527344, -4.176984786987305, -6.255671501159668, -2.930434226989746, -5.659400939941406, -8.013507843017578, -1.0902843475341797, -1.5527782440185547, -1.737441062927246, -1.6414051055908203, -2.6649017333984375]	170.94509887695312	185.26821899414062	14.3231201171875
548	The man told him that a war between the two universes is coming, as he and Walter had predicted; it is for this reason that Olivia, among others, was trained as a child.	coming	12	is	11.0	war	6	{'Number': 'Sing', 'lemma': 'war'}	NOUN	is	11	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	5	[]	{'newdoc id': 'w04009', 'sent_id': 'w04009042', 'text': 'The man told him that a war between the two universes is coming, as he and Walter had predicted; it is for this reason that Olivia, among others, was trained as a child.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	The man told him that a war between the two universes	The man told him that a war between the two universes am coming, as he and Walter had predicted; it is for this reason that Olivia, among others, was trained as a child.	[]	[]	0	0	0	False	False	False	3.7912186363630447e-06	SV-P	eng	3	1	SV	aux	+	[-3.2172207832336426, -6.829422950744629, -6.90926456451416, -5.195905685424805, -1.5386629104614258, -4.032608985900879, -7.568390846252441, -3.263011932373047, -0.8920326232910156, -1.376932144165039, -8.694427490234375, -2.5183486938476562, -3.0296335220336914, -1.647892951965332, -5.014718055725098, -2.0989551544189453, -4.1039228439331055, -9.481362342834473, -2.7539472579956055, -3.69173526763916, -5.00581169128418, -3.554513931274414, -2.3105764389038086, -5.40742301940918, -0.7272968292236328, -0.21483802795410156, -0.20673656463623047, -9.336691856384277, -3.7317094802856445, -6.245728492736816, -0.9001874923706055, -0.050894737243652344, -3.40164852142334, -7.768603324890137, -2.2534284591674805, -0.3577852249145508, -5.821779251098633, -1.5133581161499023]	[-3.2172207832336426, -6.829422950744629, -6.90926456451416, -5.195905685424805, -1.5386629104614258, -4.032608985900879, -7.568390846252441, -3.263011932373047, -0.8920326232910156, -1.376932144165039, -8.694427490234375, -13.565353393554688, -7.421749114990234, -2.178455352783203, -5.0009846687316895, -1.9830780029296875, -4.6317138671875, -9.481518745422363, -2.4402999877929688, -3.8763160705566406, -5.324733734130859, -3.7848739624023438, -2.994980812072754, -5.176177978515625, -0.7557687759399414, -0.21277523040771484, -0.26258087158203125, -9.593499183654785, -3.804422378540039, -6.444819927215576, -1.060333251953125, -0.09271717071533203, -3.224111557006836, -7.817180633544922, -2.3339195251464844, -0.38706016540527344, -5.846039772033691, -1.6555023193359375]	142.6674041748047	160.8688507080078	18.201446533203125
549	Then k is strictly increasing, by the construction of ⪯.	increasing	4	is	2.0	k	1	{'Number': 'Sing', 'lemma': 'k'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	1	[]	{'sent_id': 'GENTLE_proof_wosets-40', 's_prominence': '4', 's_type': 'decl', 'transition': 'smooth-shift', 'text': 'Then k is strictly increasing, by the construction of ⪯.', 'treebank': 'UD_English-GENTLE/en_gentle-ud-test.conllu'}	'm	3 -> 1	Then k	Then k 'm strictly increasing, by the construction of ⪯.	[]	[]	0	0	0	False	False	False	4.257518254739248e-07	SV-P	eng	3	1	SV	aux	+	[-8.102842330932617, -11.091835975646973, -6.331951141357422, -7.324605464935303, -4.251995086669922, -1.5978803634643555, -5.629826545715332, -1.4387540817260742, -6.363137245178223, -1.216409683227539, -4.924232006072998, -5.195989608764648, -4.760490417480469, -4.930488586425781, -2.325963020324707]	[-8.102842330932617, -11.091835975646973, -10.510590553283691, -4.7949323654174805, -11.458334922790527, -9.80325698852539, -3.1285953521728516, -5.254533290863037, -2.217616081237793, -8.516481399536133, -0.9043741226196289, -5.36965799331665, -6.827672958374023, -5.3122406005859375, -5.610994338989258, -3.167778730392456]	75.48640441894531	102.07174682617188	26.585342407226562
550	Mrs. Wentz had the tone of voice that sounds as if the speaker is addressing noone but himself.	addressing	14	is	13.0	speaker	12	{'Number': 'Sing', 'lemma': 'speaker'}	NOUN	is	13	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	1	[]	{'sent_id': 'en_lines-ud-train-doc6-2271', 'text': 'Mrs. Wentz had the tone of voice that sounds as if the speaker is addressing noone but himself.', 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}	'm	3 -> 1	Mrs. Wentz had the tone of voice that sounds as if the speaker	Mrs. Wentz had the tone of voice that sounds as if the speaker 'm addressing noone but himself.	[]	[]	0	0	0	False	False	False	4.257518254739248e-07	SV-P	eng	3	1	SV	aux	+	[-8.950066566467285, -0.4985628128051758, -10.036230087280273, -1.261007308959961, -4.652839660644531, -3.295267105102539, -9.780108451843262, -0.5498876571655273, -3.7148828506469727, -2.0588722229003906, -6.836304664611816, -2.991103172302246, -0.32285308837890625, -3.134401321411133, -4.633136749267578, -0.8341464996337891, -4.860269546508789, -7.045900344848633, -7.467450141906738, -2.577901840209961, -1.0824527740478516, -0.5051851272583008]	[-8.950066566467285, -0.4985628128051758, -10.036230087280273, -1.261007308959961, -4.652839660644531, -3.295267105102539, -9.780108451843262, -0.5498876571655273, -3.7148828506469727, -2.0588722229003906, -6.836304664611816, -2.991103172302246, -0.32285308837890625, -3.134401321411133, -4.633136749267578, -10.965463638305664, -6.717367172241211, -15.224967956542969, -6.854742527008057, -7.008763313293457, -2.3310060501098633, -1.0903863906860352, -0.8275022506713867]	87.08882904052734	113.7357177734375	26.646888732910156
551	The dispute is becoming increasingly bitter and is beginning to look like a trade war.	becoming	3	is	2.0	dispute	1	{'Number': 'Sing', 'lemma': 'dispute'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	1	[]	{'sent_id': 'en_lines-ud-test-doc5-4847', 'text': 'The dispute is becoming increasingly bitter and is beginning to look like a trade war.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	The dispute	The dispute am becoming increasingly bitter and is beginning to look like a trade war.	[]	[]	0	0	0	False	False	False	4.257518254739248e-07	SV-P	eng	3	1	SV	aux	+	[-3.217217445373535, -9.820793151855469, -2.948007583618164, -7.750293254852295, -1.9370803833007812, -2.4502992630004883, -1.8124094009399414, -3.64105224609375, -5.7462358474731445, -0.008880615234375, -3.352597236633301, -0.3819236755371094, -0.5195140838623047, -6.190591812133789, -0.3179206848144531, -0.818272590637207]	[-3.217217445373535, -9.820793151855469, -13.20226001739502, -10.732635498046875, -3.0721025466918945, -2.7291812896728516, -1.7413511276245117, -4.025684356689453, -5.307460784912109, -0.01490020751953125, -3.7087974548339844, -0.46906375885009766, -0.5886373519897461, -6.168892860412598, -0.3994941711425781, -0.8243741989135742]	50.91309356689453	66.02284240722656	15.109748840332031
552	Crosstab queries calculate a sum, average, count, or other type of total for data that is grouped by two types of information – one down the left side of the datasheet and another across the top.	grouped	19	is	18.0	that	17	{'PronType': 'Rel', 'lemma': 'that'}	PRON	is	18	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	1	[]	{'sent_id': 'en_lines-ud-train-doc1-66', 'text': 'Crosstab queries calculate a sum, average, count, or other type of total for data that is grouped by two types of information – one down the left side of the datasheet and another across the top.', 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}	'm	3 -> 1	Crosstab queries calculate a sum, average, count, or other type of total for data that	Crosstab queries calculate a sum, average, count, or other type of total for data that 'm grouped by two types of information – one down the left side of the datasheet and another across the top.	[]	[]	0	0	0	False	False	False	7.095863757898749e-08	SV-P	eng	3	1	SV	aux	+	[-6.139455318450928, -4.936604976654053, -5.921717166900635, -8.57395076751709, -9.710662841796875, -2.991701126098633, -3.325967788696289, -2.8574867248535156, -1.8720149993896484, -0.18817901611328125, -2.0611391067504883, -0.22430896759033203, -1.6539525985717773, -2.448519706726074, -4.1586503982543945, -0.06409645080566406, -4.595853805541992, -1.8163824081420898, -3.882902145385742, -2.730532646179199, -1.5183544158935547, -2.6064558029174805, -1.2311620712280273, -3.5764503479003906, -6.38311767578125, -0.27101612091064453, -4.346684455871582, -4.74976921081543, -3.1258955001831055, -10.99953556060791, -1.6826362609863281, -0.5977640151977539, -0.933135986328125, -1.1026573181152344, -0.08537673950195312, -6.9647603034973145, -0.4741630554199219, -1.0317459106445312, -2.582834243774414, -0.1945343017578125, -0.4194221496582031, -0.4265460968017578]	[-6.139455318450928, -4.936604976654053, -5.921717166900635, -8.57395076751709, -9.710662841796875, -2.991701126098633, -3.325967788696289, -2.8574867248535156, -1.8720149993896484, -0.18817901611328125, -2.0611391067504883, -0.22430896759033203, -1.6539525985717773, -2.448519706726074, -4.1586503982543945, -0.06409645080566406, -4.595853805541992, -1.8163824081420898, -3.882902145385742, -2.730532646179199, -11.656867980957031, -7.630222797393799, -11.953958511352539, -1.0136775970458984, -3.8706674575805664, -5.918218612670898, -0.42978954315185547, -4.549435615539551, -6.25476598739624, -2.8543262481689453, -10.687261581420898, -1.7628097534179688, -0.6419277191162109, -1.0588045120239258, -1.192500114440918, -0.10149955749511719, -6.887737274169922, -0.5515336990356445, -1.1760368347167969, -2.507502555847168, -0.2381744384765625, -0.4573955535888672, -0.543757438659668]	125.45809173583984	154.0929412841797	28.634849548339844
553	on continental flight 1765 from boston to san francisco what type of meal is served	served	14	is	13.0	type	10	{'Number': 'Sing', 'lemma': 'type'}	NOUN	is	13	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	3	[]	{'sent_id': '0145.dev', 'text': 'on continental flight 1765 from boston to san francisco what type of meal is served', 'treebank': 'UD_English-Atis/en_atis-ud-dev.conllu'}	'm	3 -> 1	on continental flight 1765 from boston to san francisco what type of meal	on continental flight 1765 from boston to san francisco what type of meal 'm served	[]	[]	0	0	0	False	False	False	2.2747311818178266e-07	SV-P	eng	3	1	SV	aux	+	[-8.638029098510742, -13.626228332519531, -5.549800872802734, -3.1750993728637695, -1.2739810943603516, -2.7785701751708984, -3.801027297973633, -3.0580692291259766, -2.001331329345703, -6.081460952758789, -0.2537727355957031, -3.235945701599121, -0.47181224822998047, -7.872129440307617, -5.012351989746094, -0.056575775146484375, -4.368069648742676, -1.3585996627807617, -0.6495981216430664]	[-8.638029098510742, -13.626228332519531, -5.549800872802734, -3.1750993728637695, -1.2739810943603516, -2.7785701751708984, -3.801027297973633, -3.0580692291259766, -2.001331329345703, -6.081460952758789, -0.2537727355957031, -3.235945701599121, -0.47181224822998047, -7.872129440307617, -5.012351989746094, -0.056575775146484375, -4.368069648742676, -12.578571319580078, -5.112469673156738, -4.386606216430664]	73.262451171875	93.3319091796875	20.0694580078125
554	Increased car usage in China is creating a high demand for petrol	creating	6	is	5.0	usage	2	{'Number': 'Sing', 'lemma': 'usage'}	NOUN	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	3	[]	{'sent_id': 'newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0005', 'text': 'Increased car usage in China is creating a high demand for petrol', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	'm	3 -> 1	Increased car usage in China	Increased car usage in China 'm creating a high demand for petrol	[]	[]	0	0	0	False	False	False	3.184623654544957e-06	SV-P	eng	3	1	SV	aux	+	[-10.695195198059082, -8.083562850952148, -4.448719024658203, -2.713451385498047, -5.015771865844727, -2.336345672607422, -4.129128456115723, -1.106461524963379, -5.398984909057617, -0.3618202209472656, -0.0562896728515625, -5.293744087219238]	[-10.695195198059082, -8.083562850952148, -4.448719024658203, -2.713451385498047, -5.015771865844727, -7.3746256828308105, -7.64032506942749, -12.732118606567383, -2.346151351928711, -6.1356048583984375, -1.3750276565551758, -0.14359664916992188, -4.35515022277832]	49.63947677612305	73.05929565429688	23.419818878173828
555	I understand the imminent cold weather is making things crazy, so now may not be the best time to be in your way.	making	7	is	6.0	weather	5	{'Number': 'Sing', 'lemma': 'weather'}	NOUN	is	6	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	1	[]	{'sent_id': 'email-enronsent09_02-0006', 'text': 'I understand the imminent cold weather is making things crazy, so now may not be the best time to be in your way.', 'treebank': 'UD_English-EWT/en_ewt-ud-test.conllu'}	'm	3 -> 1	I understand the imminent cold weather	I understand the imminent cold weather 'm making things crazy, so now may not be the best time to be in your way.	[]	[]	0	0	0	False	False	False	2.128759127369624e-07	SV-P	eng	3	1	SV	aux	+	[-3.9915390014648438, -6.610404014587402, -1.9902286529541016, -11.080357551574707, -8.994869232177734, -1.5398292541503906, -2.2883529663085938, -3.103351593017578, -5.4268388748168945, -6.754471778869629, -2.1828060150146484, -2.8438758850097656, -6.787412166595459, -5.283941268920898, -3.495223045349121, -0.04852867126464844, -0.28250885009765625, -0.46764183044433594, -0.04165458679199219, -0.11356163024902344, -2.665738105773926, -3.538045883178711, -3.2222862243652344, -7.83493185043335, -1.337331771850586]	[-3.9915390014648438, -6.610404014587402, -1.9902286529541016, -11.080357551574707, -8.994869232177734, -1.5398292541503906, -10.802481651306152, -7.562800407409668, -12.3572359085083, -5.789135456085205, -8.519571304321289, -2.2360410690307617, -2.948939323425293, -5.847294807434082, -6.1957902908325195, -3.0212554931640625, -0.3447532653808594, -0.3459615707397461, -0.7030849456787109, -0.10537910461425781, -0.20374011993408203, -3.0862789154052734, -3.059314727783203, -3.4800634384155273, -6.291410446166992, -1.1729145050048828]	91.92573547363281	118.28067016601562	26.354934692382812
